dataset,split,video_id,rel_path,label_video,generator,source_face,ext
CelebDF-v2,test,f3c98d570f509c74,video-data/celebdf_v2/Celeb-real/id11_0006.mp4,real,,celebdf,mp4
CelebDF-v2,train,b279be3e46d83a3f,video-data/celebdf_v2/Celeb-real/id11_0007.mp4,real,,celebdf,mp4
CelebDF-v2,test,ae8498685b6e0f31,video-data/celebdf_v2/Celeb-real/id11_0008.mp4,real,,celebdf,mp4
CelebDF-v2,train,8afc8694ba7aa146,video-data/celebdf_v2/Celeb-real/id11_0009.mp4,real,,celebdf,mp4
CelebDF-v2,train,78f4f2196bc470b6,video-data/celebdf_v2/Celeb-real/id11_0010.mp4,real,,celebdf,mp4
CelebDF-v2,test,e9e6da6e1755f4e3,video-data/celebdf_v2/Celeb-real/id12_0000.mp4,real,,celebdf,mp4
CelebDF-v2,train,3fb3bfeee7bca5b5,video-data/celebdf_v2/Celeb-real/id12_0001.mp4,real,,celebdf,mp4
CelebDF-v2,train,9727b5b433b0e35b,video-data/celebdf_v2/Celeb-real/id12_0002.mp4,real,,celebdf,mp4
CelebDF-v2,train,0373d5d1abe3ad66,video-data/celebdf_v2/Celeb-real/id12_0003.mp4,real,,celebdf,mp4
CelebDF-v2,train,58cdf904396cacc3,video-data/celebdf_v2/Celeb-real/id12_0004.mp4,real,,celebdf,mp4
CelebDF-v2,test,f976f859fbcae3a7,video-data/celebdf_v2/Celeb-real/id12_0005.mp4,real,,celebdf,mp4
CelebDF-v2,train,cd6b947bac9507e0,video-data/celebdf_v2/Celeb-real/id12_0006.mp4,real,,celebdf,mp4
CelebDF-v2,train,5f24950f71633825,video-data/celebdf_v2/Celeb-real/id13_0000.mp4,real,,celebdf,mp4
CelebDF-v2,train,f97af79b1f070c2e,video-data/celebdf_v2/Celeb-real/id13_0001.mp4,real,,celebdf,mp4
CelebDF-v2,train,6b0fb95100e51285,video-data/celebdf_v2/Celeb-real/id13_0002.mp4,real,,celebdf,mp4
CelebDF-v2,train,4a8559432adb0257,video-data/celebdf_v2/Celeb-real/id13_0003.mp4,real,,celebdf,mp4
CelebDF-v2,test,c63876797db08b8e,video-data/celebdf_v2/Celeb-real/id13_0004.mp4,real,,celebdf,mp4
CelebDF-v2,train,97403b4d1d206834,video-data/celebdf_v2/Celeb-real/id13_0005.mp4,real,,celebdf,mp4
CelebDF-v2,train,046270659e1dd314,video-data/celebdf_v2/Celeb-real/id13_0006.mp4,real,,celebdf,mp4
CelebDF-v2,train,efffe60838154740,video-data/celebdf_v2/Celeb-real/id13_0007.mp4,real,,celebdf,mp4
CelebDF-v2,train,9401fb3c8cdbba82,video-data/celebdf_v2/Celeb-real/id13_0008.mp4,real,,celebdf,mp4
CelebDF-v2,train,5b1d264cfcee24b5,video-data/celebdf_v2/Celeb-real/id13_0009.mp4,real,,celebdf,mp4
CelebDF-v2,train,eeff43f3e8815e5d,video-data/celebdf_v2/Celeb-real/id13_0010.mp4,real,,celebdf,mp4
CelebDF-v2,test,a7590965251a9858,video-data/celebdf_v2/Celeb-real/id13_0011.mp4,real,,celebdf,mp4
CelebDF-v2,train,950dd11346de90ee,video-data/celebdf_v2/Celeb-real/id13_0012.mp4,real,,celebdf,mp4
CelebDF-v2,test,791a7bb03fbf656d,video-data/celebdf_v2/Celeb-real/id13_0013.mp4,real,,celebdf,mp4
CelebDF-v2,train,0b2911e885b49ef6,video-data/celebdf_v2/Celeb-real/id13_0014.mp4,real,,celebdf,mp4
CelebDF-v2,train,3a08cf8ce5c13072,video-data/celebdf_v2/Celeb-real/id13_0015.mp4,real,,celebdf,mp4
CelebDF-v2,train,ae15ca10d2b96ea9,video-data/celebdf_v2/Celeb-real/id16_0000.mp4,real,,celebdf,mp4
CelebDF-v2,train,dce55150793f5f6f,video-data/celebdf_v2/Celeb-real/id16_0001.mp4,real,,celebdf,mp4
CelebDF-v2,train,9389f18a2ddf4a19,video-data/celebdf_v2/Celeb-real/id16_0002.mp4,real,,celebdf,mp4
CelebDF-v2,train,d8e2f3469a89ac20,video-data/celebdf_v2/Celeb-real/id16_0003.mp4,real,,celebdf,mp4
CelebDF-v2,train,2045834c13413388,video-data/celebdf_v2/Celeb-real/id16_0004.mp4,real,,celebdf,mp4
CelebDF-v2,train,85b964ecbc8bcd2c,video-data/celebdf_v2/Celeb-real/id16_0005.mp4,real,,celebdf,mp4
CelebDF-v2,train,cfc19d5b91a8fca6,video-data/celebdf_v2/Celeb-real/id16_0006.mp4,real,,celebdf,mp4
CelebDF-v2,test,04828bde249f910e,video-data/celebdf_v2/Celeb-real/id16_0007.mp4,real,,celebdf,mp4
CelebDF-v2,train,e59f8cd400ab8657,video-data/celebdf_v2/Celeb-real/id16_0008.mp4,real,,celebdf,mp4
CelebDF-v2,train,88b16b946f7645f0,video-data/celebdf_v2/Celeb-real/id16_0009.mp4,real,,celebdf,mp4
CelebDF-v2,test,47d99c0715576186,video-data/celebdf_v2/Celeb-real/id16_0010.mp4,real,,celebdf,mp4
CelebDF-v2,test,f2a4a7048556e9b4,video-data/celebdf_v2/Celeb-real/id16_0011.mp4,real,,celebdf,mp4
CelebDF-v2,train,5932fd13f7488983,video-data/celebdf_v2/Celeb-real/id16_0012.mp4,real,,celebdf,mp4
CelebDF-v2,train,655de5da195b2929,video-data/celebdf_v2/Celeb-real/id16_0013.mp4,real,,celebdf,mp4
CelebDF-v2,test,7c2286483afd3abf,video-data/celebdf_v2/Celeb-real/id17_0000.mp4,real,,celebdf,mp4
CelebDF-v2,train,c06deec336910f8b,video-data/celebdf_v2/Celeb-real/id17_0001.mp4,real,,celebdf,mp4
CelebDF-v2,test,a52f3eb514bc5454,video-data/celebdf_v2/Celeb-real/id17_0002.mp4,real,,celebdf,mp4
CelebDF-v2,train,9adfd0b49f000009,video-data/celebdf_v2/Celeb-real/id17_0003.mp4,real,,celebdf,mp4
CelebDF-v2,train,98cdb1e20746a5fe,video-data/celebdf_v2/Celeb-real/id17_0004.mp4,real,,celebdf,mp4
CelebDF-v2,train,01be29007c3102e6,video-data/celebdf_v2/Celeb-real/id17_0005.mp4,real,,celebdf,mp4
CelebDF-v2,train,454f84004ba7f26a,video-data/celebdf_v2/Celeb-real/id17_0006.mp4,real,,celebdf,mp4
CelebDF-v2,train,9d3f702b8c676401,video-data/celebdf_v2/Celeb-real/id17_0007.mp4,real,,celebdf,mp4
CelebDF-v2,train,114dc38c3b59d5dc,video-data/celebdf_v2/Celeb-real/id17_0008.mp4,real,,celebdf,mp4
CelebDF-v2,train,3b534f1a87f852f3,video-data/celebdf_v2/Celeb-real/id17_0009.mp4,real,,celebdf,mp4
CelebDF-v2,train,f088f59ef794cd15,video-data/celebdf_v2/Celeb-real/id19_0000.mp4,real,,celebdf,mp4
CelebDF-v2,train,38d18f843cd3fb84,video-data/celebdf_v2/Celeb-real/id19_0001.mp4,real,,celebdf,mp4
CelebDF-v2,train,c44d36b64bdfb9d1,video-data/celebdf_v2/Celeb-real/id19_0002.mp4,real,,celebdf,mp4
CelebDF-v2,train,f2f67f63a6d74915,video-data/celebdf_v2/Celeb-real/id19_0003.mp4,real,,celebdf,mp4
CelebDF-v2,train,422e3275b5951a05,video-data/celebdf_v2/Celeb-real/id19_0004.mp4,real,,celebdf,mp4
CelebDF-v2,test,b6d3b8e8a34bc5fa,video-data/celebdf_v2/Celeb-real/id19_0005.mp4,real,,celebdf,mp4
CelebDF-v2,train,0f92bc3d077d7ed7,video-data/celebdf_v2/Celeb-real/id19_0006.mp4,real,,celebdf,mp4
CelebDF-v2,test,9a4f405bc3b27c49,video-data/celebdf_v2/Celeb-real/id19_0007.mp4,real,,celebdf,mp4
CelebDF-v2,train,f301c11f89f476d1,video-data/celebdf_v2/Celeb-real/id19_0008.mp4,real,,celebdf,mp4
CelebDF-v2,train,bbdcb6c3051596bf,video-data/celebdf_v2/Celeb-real/id19_0009.mp4,real,,celebdf,mp4
CelebDF-v2,train,739288e7c72588a1,video-data/celebdf_v2/Celeb-real/id1_0000.mp4,real,,celebdf,mp4
CelebDF-v2,test,d171d60b88f24cee,video-data/celebdf_v2/Celeb-real/id1_0001.mp4,real,,celebdf,mp4
CelebDF-v2,train,55de8025ad60cf5d,video-data/celebdf_v2/Celeb-real/id1_0002.mp4,real,,celebdf,mp4
CelebDF-v2,train,369cf3f4c845401c,video-data/celebdf_v2/Celeb-real/id1_0003.mp4,real,,celebdf,mp4
CelebDF-v2,train,e99f30b7f361e02c,video-data/celebdf_v2/Celeb-real/id1_0004.mp4,real,,celebdf,mp4
CelebDF-v2,train,89052ec846c184d8,video-data/celebdf_v2/Celeb-real/id1_0005.mp4,real,,celebdf,mp4
CelebDF-v2,test,0b9247f565837fa8,video-data/celebdf_v2/Celeb-real/id1_0006.mp4,real,,celebdf,mp4
CelebDF-v2,test,c0292ea790d1f129,video-data/celebdf_v2/Celeb-real/id1_0007.mp4,real,,celebdf,mp4
CelebDF-v2,test,ab880e990e64bfc6,video-data/celebdf_v2/Celeb-real/id1_0008.mp4,real,,celebdf,mp4
CelebDF-v2,train,de1016ea362082fb,video-data/celebdf_v2/Celeb-real/id1_0009.mp4,real,,celebdf,mp4
CelebDF-v2,train,f08d3905f8584183,video-data/celebdf_v2/Celeb-real/id20_0000.mp4,real,,celebdf,mp4
CelebDF-v2,train,6f45a67cc444afc7,video-data/celebdf_v2/Celeb-real/id20_0001.mp4,real,,celebdf,mp4
CelebDF-v2,train,81f4cc988f1a785f,video-data/celebdf_v2/Celeb-real/id20_0002.mp4,real,,celebdf,mp4
CelebDF-v2,train,94c3ce1f3045b5f3,video-data/celebdf_v2/Celeb-real/id20_0003.mp4,real,,celebdf,mp4
CelebDF-v2,train,b50bb84c2713e8a6,video-data/celebdf_v2/Celeb-real/id20_0004.mp4,real,,celebdf,mp4
CelebDF-v2,train,ffa49200fbd71709,video-data/celebdf_v2/Celeb-real/id20_0005.mp4,real,,celebdf,mp4
CelebDF-v2,train,87cc11b85fb995b8,video-data/celebdf_v2/Celeb-real/id20_0006.mp4,real,,celebdf,mp4
CelebDF-v2,train,e4670c68c659cb36,video-data/celebdf_v2/Celeb-real/id20_0007.mp4,real,,celebdf,mp4
CelebDF-v2,test,429767fa22f8393b,video-data/celebdf_v2/Celeb-real/id20_0008.mp4,real,,celebdf,mp4
CelebDF-v2,train,d4635bad4d11cda5,video-data/celebdf_v2/Celeb-real/id20_0009.mp4,real,,celebdf,mp4
CelebDF-v2,train,777971189c4aca7d,video-data/celebdf_v2/Celeb-real/id21_0000.mp4,real,,celebdf,mp4
CelebDF-v2,train,a121f4a421f39f9e,video-data/celebdf_v2/Celeb-real/id21_0001.mp4,real,,celebdf,mp4
CelebDF-v2,train,73fc53bb1e1a3fd3,video-data/celebdf_v2/Celeb-real/id21_0002.mp4,real,,celebdf,mp4
CelebDF-v2,train,d23b5dee2824fc46,video-data/celebdf_v2/Celeb-real/id21_0003.mp4,real,,celebdf,mp4
CelebDF-v2,train,efcac6444cd8c411,video-data/celebdf_v2/Celeb-real/id21_0004.mp4,real,,celebdf,mp4
CelebDF-v2,train,136725d671018bd7,video-data/celebdf_v2/Celeb-real/id21_0005.mp4,real,,celebdf,mp4
CelebDF-v2,test,4e049518dc268aac,video-data/celebdf_v2/Celeb-real/id21_0006.mp4,real,,celebdf,mp4
CelebDF-v2,train,da941109e86c5937,video-data/celebdf_v2/Celeb-real/id21_0007.mp4,real,,celebdf,mp4
CelebDF-v2,train,119978478772f0a2,video-data/celebdf_v2/Celeb-real/id21_0008.mp4,real,,celebdf,mp4
CelebDF-v2,test,0ab1b36ccadc065d,video-data/celebdf_v2/Celeb-real/id21_0009.mp4,real,,celebdf,mp4
CelebDF-v2,test,353045e44302f607,video-data/celebdf_v2/Celeb-real/id22_0000.mp4,real,,celebdf,mp4
CelebDF-v2,train,6731f325c11a0097,video-data/celebdf_v2/Celeb-real/id22_0001.mp4,real,,celebdf,mp4
CelebDF-v2,train,d23d4cc2706ffd3e,video-data/celebdf_v2/Celeb-real/id22_0002.mp4,real,,celebdf,mp4
CelebDF-v2,train,770c1f931559b8f3,video-data/celebdf_v2/Celeb-real/id22_0003.mp4,real,,celebdf,mp4
CelebDF-v2,train,904d622e592b32d1,video-data/celebdf_v2/Celeb-real/id22_0004.mp4,real,,celebdf,mp4
CelebDF-v2,train,4828744773444c9f,video-data/celebdf_v2/Celeb-real/id22_0005.mp4,real,,celebdf,mp4
CelebDF-v2,train,ad3a6ef94650c486,video-data/celebdf_v2/Celeb-real/id22_0006.mp4,real,,celebdf,mp4
CelebDF-v2,train,01bb350cb2fcb6f2,video-data/celebdf_v2/Celeb-real/id22_0007.mp4,real,,celebdf,mp4
CelebDF-v2,train,20d3c98f2f9f363c,video-data/celebdf_v2/Celeb-real/id22_0008.mp4,real,,celebdf,mp4
CelebDF-v2,test,8158cd11da77d13e,video-data/celebdf_v2/Celeb-real/id22_0009.mp4,real,,celebdf,mp4
CelebDF-v2,train,3267be111836a074,video-data/celebdf_v2/Celeb-real/id23_0000.mp4,real,,celebdf,mp4
CelebDF-v2,test,a897930ec1c06cc6,video-data/celebdf_v2/Celeb-real/id23_0001.mp4,real,,celebdf,mp4
CelebDF-v2,train,bcb35c621ae272fb,video-data/celebdf_v2/Celeb-real/id23_0002.mp4,real,,celebdf,mp4
CelebDF-v2,train,e2fd7b62415bd76b,video-data/celebdf_v2/Celeb-real/id23_0003.mp4,real,,celebdf,mp4
CelebDF-v2,train,044f337fc166afbf,video-data/celebdf_v2/Celeb-real/id23_0004.mp4,real,,celebdf,mp4
CelebDF-v2,train,4491bed6dc3e2807,video-data/celebdf_v2/Celeb-real/id23_0005.mp4,real,,celebdf,mp4
CelebDF-v2,train,083dca05bf33b749,video-data/celebdf_v2/Celeb-real/id23_0006.mp4,real,,celebdf,mp4
CelebDF-v2,train,30295a4e9845e8b1,video-data/celebdf_v2/Celeb-real/id23_0007.mp4,real,,celebdf,mp4
CelebDF-v2,train,618f3f4c058dcf16,video-data/celebdf_v2/Celeb-real/id23_0008.mp4,real,,celebdf,mp4
CelebDF-v2,train,401f52ac19f2b0ff,video-data/celebdf_v2/Celeb-real/id23_0009.mp4,real,,celebdf,mp4
CelebDF-v2,train,5ba85f88a6a1be7b,video-data/celebdf_v2/Celeb-real/id24_0000.mp4,real,,celebdf,mp4
CelebDF-v2,train,8d545847f3394387,video-data/celebdf_v2/Celeb-real/id24_0001.mp4,real,,celebdf,mp4
CelebDF-v2,train,2ce829710af02d11,video-data/celebdf_v2/Celeb-real/id24_0002.mp4,real,,celebdf,mp4
CelebDF-v2,train,ca52ebd824e14e0e,video-data/celebdf_v2/Celeb-real/id24_0003.mp4,real,,celebdf,mp4
CelebDF-v2,train,6e95a5dede5ab952,video-data/celebdf_v2/Celeb-real/id24_0004.mp4,real,,celebdf,mp4
CelebDF-v2,train,87a416c69223fe0f,video-data/celebdf_v2/Celeb-real/id24_0005.mp4,real,,celebdf,mp4
CelebDF-v2,train,1e167b4138981762,video-data/celebdf_v2/Celeb-real/id24_0006.mp4,real,,celebdf,mp4
CelebDF-v2,train,a3ea534afd623125,video-data/celebdf_v2/Celeb-real/id24_0007.mp4,real,,celebdf,mp4
CelebDF-v2,train,0ea5a6a922b6aaa7,video-data/celebdf_v2/Celeb-real/id24_0008.mp4,real,,celebdf,mp4
CelebDF-v2,test,216b33e136ba8dde,video-data/celebdf_v2/Celeb-real/id24_0009.mp4,real,,celebdf,mp4
CelebDF-v2,train,7f46d61ad3bd4b26,video-data/celebdf_v2/Celeb-real/id25_0000.mp4,real,,celebdf,mp4
CelebDF-v2,train,f8fdf4ce9d9c4c11,video-data/celebdf_v2/Celeb-real/id25_0001.mp4,real,,celebdf,mp4
CelebDF-v2,train,f0c1893881067288,video-data/celebdf_v2/Celeb-real/id25_0002.mp4,real,,celebdf,mp4
CelebDF-v2,train,9d870ab445a801be,video-data/celebdf_v2/Celeb-real/id25_0003.mp4,real,,celebdf,mp4
CelebDF-v2,train,c6751777ecf8090a,video-data/celebdf_v2/Celeb-real/id25_0004.mp4,real,,celebdf,mp4
CelebDF-v2,train,246faef8229644a9,video-data/celebdf_v2/Celeb-real/id25_0005.mp4,real,,celebdf,mp4
CelebDF-v2,train,56403d153c9e9ce9,video-data/celebdf_v2/Celeb-real/id25_0006.mp4,real,,celebdf,mp4
CelebDF-v2,train,3664596e1592edaa,video-data/celebdf_v2/Celeb-real/id25_0007.mp4,real,,celebdf,mp4
CelebDF-v2,train,093ac9497c5d9d40,video-data/celebdf_v2/Celeb-real/id25_0008.mp4,real,,celebdf,mp4
CelebDF-v2,train,e3768db4623bf19f,video-data/celebdf_v2/Celeb-real/id25_0009.mp4,real,,celebdf,mp4
CelebDF-v2,test,7a2cd93d67395d52,video-data/celebdf_v2/Celeb-real/id25_0010.mp4,real,,celebdf,mp4
CelebDF-v2,train,a57ef782fdcdfae8,video-data/celebdf_v2/Celeb-real/id26_0000.mp4,real,,celebdf,mp4
CelebDF-v2,train,efc827fa3d3c072e,video-data/celebdf_v2/Celeb-real/id26_0001.mp4,real,,celebdf,mp4
CelebDF-v2,train,dc0864bdee0a724d,video-data/celebdf_v2/Celeb-real/id26_0002.mp4,real,,celebdf,mp4
CelebDF-v2,train,158fe339422da61a,video-data/celebdf_v2/Celeb-real/id26_0003.mp4,real,,celebdf,mp4
CelebDF-v2,train,68cdf043270749ee,video-data/celebdf_v2/Celeb-real/id26_0004.mp4,real,,celebdf,mp4
CelebDF-v2,train,9cc92b88781f6e9d,video-data/celebdf_v2/Celeb-real/id26_0005.mp4,real,,celebdf,mp4
CelebDF-v2,train,170c72eda6197322,video-data/celebdf_v2/Celeb-real/id26_0006.mp4,real,,celebdf,mp4
CelebDF-v2,train,ccfcc9fb7b7ae559,video-data/celebdf_v2/Celeb-real/id26_0007.mp4,real,,celebdf,mp4
CelebDF-v2,test,ab6efc805491e9b0,video-data/celebdf_v2/Celeb-real/id26_0008.mp4,real,,celebdf,mp4
CelebDF-v2,train,f474d6c19e499898,video-data/celebdf_v2/Celeb-real/id26_0009.mp4,real,,celebdf,mp4
CelebDF-v2,train,a5654071ab520021,video-data/celebdf_v2/Celeb-real/id27_0000.mp4,real,,celebdf,mp4
CelebDF-v2,train,d45c8095295ea921,video-data/celebdf_v2/Celeb-real/id27_0001.mp4,real,,celebdf,mp4
CelebDF-v2,train,84ddc2eca7fbc854,video-data/celebdf_v2/Celeb-real/id27_0002.mp4,real,,celebdf,mp4
CelebDF-v2,train,c5c16aec9cd9f0c5,video-data/celebdf_v2/Celeb-real/id27_0003.mp4,real,,celebdf,mp4
CelebDF-v2,train,008d52f4162bce1d,video-data/celebdf_v2/Celeb-real/id27_0004.mp4,real,,celebdf,mp4
CelebDF-v2,train,106cd2638e313b5e,video-data/celebdf_v2/Celeb-real/id27_0005.mp4,real,,celebdf,mp4
CelebDF-v2,train,d8d5e37cfa545985,video-data/celebdf_v2/Celeb-real/id27_0006.mp4,real,,celebdf,mp4
CelebDF-v2,train,200614f85a248c57,video-data/celebdf_v2/Celeb-real/id27_0007.mp4,real,,celebdf,mp4
CelebDF-v2,test,38f56a760e164704,video-data/celebdf_v2/Celeb-real/id27_0008.mp4,real,,celebdf,mp4
CelebDF-v2,test,1d22c7cf435022ee,video-data/celebdf_v2/Celeb-real/id27_0009.mp4,real,,celebdf,mp4
CelebDF-v2,train,1ccdecad183fdeed,video-data/celebdf_v2/Celeb-real/id28_0000.mp4,real,,celebdf,mp4
CelebDF-v2,train,79c01c5a371e1cd5,video-data/celebdf_v2/Celeb-real/id28_0001.mp4,real,,celebdf,mp4
CelebDF-v2,train,da81fbe483cf3cb0,video-data/celebdf_v2/Celeb-real/id28_0002.mp4,real,,celebdf,mp4
CelebDF-v2,train,47796a0e170bf761,video-data/celebdf_v2/Celeb-real/id28_0003.mp4,real,,celebdf,mp4
CelebDF-v2,test,9d81329792f98b30,video-data/celebdf_v2/Celeb-real/id28_0004.mp4,real,,celebdf,mp4
CelebDF-v2,train,36df6bf6854c496e,video-data/celebdf_v2/Celeb-real/id28_0005.mp4,real,,celebdf,mp4
CelebDF-v2,train,f4b19f95d4860d81,video-data/celebdf_v2/Celeb-real/id28_0006.mp4,real,,celebdf,mp4
CelebDF-v2,test,a03637e0831a5b34,video-data/celebdf_v2/Celeb-real/id28_0007.mp4,real,,celebdf,mp4
CelebDF-v2,train,7b3cd521f1321bb1,video-data/celebdf_v2/Celeb-real/id28_0008.mp4,real,,celebdf,mp4
CelebDF-v2,test,c9f2a94d1da0df2c,video-data/celebdf_v2/Celeb-real/id28_0009.mp4,real,,celebdf,mp4
CelebDF-v2,train,9455661c364edbbb,video-data/celebdf_v2/Celeb-real/id29_0000.mp4,real,,celebdf,mp4
CelebDF-v2,train,7e77f580bbcc7bd1,video-data/celebdf_v2/Celeb-real/id29_0001.mp4,real,,celebdf,mp4
CelebDF-v2,train,a2d8d89af45f9d3a,video-data/celebdf_v2/Celeb-real/id29_0002.mp4,real,,celebdf,mp4
CelebDF-v2,train,3535e7ba54fb1a00,video-data/celebdf_v2/Celeb-real/id29_0003.mp4,real,,celebdf,mp4
CelebDF-v2,train,8b73d504c1f3807b,video-data/celebdf_v2/Celeb-real/id29_0004.mp4,real,,celebdf,mp4
CelebDF-v2,train,5a31f705ce1598e4,video-data/celebdf_v2/Celeb-real/id29_0005.mp4,real,,celebdf,mp4
CelebDF-v2,train,c5eec26e74c3c9c8,video-data/celebdf_v2/Celeb-real/id29_0006.mp4,real,,celebdf,mp4
CelebDF-v2,train,d55ed75131af4058,video-data/celebdf_v2/Celeb-real/id29_0007.mp4,real,,celebdf,mp4
CelebDF-v2,test,cb135810ded2c576,video-data/celebdf_v2/Celeb-real/id29_0008.mp4,real,,celebdf,mp4
CelebDF-v2,test,c588097e31618a1f,video-data/celebdf_v2/Celeb-real/id29_0009.mp4,real,,celebdf,mp4
CelebDF-v2,train,c4154c928121fe67,video-data/celebdf_v2/Celeb-real/id2_0000.mp4,real,,celebdf,mp4
CelebDF-v2,test,d3fb81df8729a805,video-data/celebdf_v2/Celeb-real/id2_0001.mp4,real,,celebdf,mp4
CelebDF-v2,test,cc2bb57f736d9743,video-data/celebdf_v2/Celeb-real/id2_0002.mp4,real,,celebdf,mp4
CelebDF-v2,test,dadc5202810fb9c0,video-data/celebdf_v2/Celeb-real/id2_0003.mp4,real,,celebdf,mp4
CelebDF-v2,test,18f7f258c5cc601f,video-data/celebdf_v2/Celeb-real/id2_0004.mp4,real,,celebdf,mp4
CelebDF-v2,train,455fcd92f3f1e839,video-data/celebdf_v2/Celeb-real/id2_0005.mp4,real,,celebdf,mp4
CelebDF-v2,train,ba0ebe33419dd269,video-data/celebdf_v2/Celeb-real/id2_0006.mp4,real,,celebdf,mp4
CelebDF-v2,train,ab82a9e3ee335699,video-data/celebdf_v2/Celeb-real/id2_0007.mp4,real,,celebdf,mp4
CelebDF-v2,test,20484d3f50bacb6b,video-data/celebdf_v2/Celeb-real/id2_0008.mp4,real,,celebdf,mp4
CelebDF-v2,train,4de4e9909e721e23,video-data/celebdf_v2/Celeb-real/id2_0009.mp4,real,,celebdf,mp4
CelebDF-v2,train,6fe0f0b09cc55ded,video-data/celebdf_v2/Celeb-real/id30_0000.mp4,real,,celebdf,mp4
CelebDF-v2,train,d9eb27f75a7341eb,video-data/celebdf_v2/Celeb-real/id30_0001.mp4,real,,celebdf,mp4
CelebDF-v2,train,b8140fdb9c0f3aa4,video-data/celebdf_v2/Celeb-real/id30_0002.mp4,real,,celebdf,mp4
CelebDF-v2,train,d373119040e12cd6,video-data/celebdf_v2/Celeb-real/id30_0003.mp4,real,,celebdf,mp4
CelebDF-v2,train,b161f79a2fd04a04,video-data/celebdf_v2/Celeb-real/id30_0004.mp4,real,,celebdf,mp4
CelebDF-v2,train,fcee867620639d3a,video-data/celebdf_v2/Celeb-real/id30_0005.mp4,real,,celebdf,mp4
CelebDF-v2,train,e36ec2705c921e78,video-data/celebdf_v2/Celeb-real/id30_0006.mp4,real,,celebdf,mp4
CelebDF-v2,test,091416ae988ed1c2,video-data/celebdf_v2/Celeb-real/id30_0007.mp4,real,,celebdf,mp4
CelebDF-v2,train,7765723308f11a04,video-data/celebdf_v2/Celeb-real/id30_0008.mp4,real,,celebdf,mp4
CelebDF-v2,train,14aaa32740db96b7,video-data/celebdf_v2/Celeb-real/id30_0009.mp4,real,,celebdf,mp4
